Code,Name,Market,Sector,Industry,Price,MarketCap,PER,PBR,ROE,PSR,Volume_today,Volume_month_avg,Volume_month_max,Volume_month_min,ma20,ma60,ma120,GoldenAlign_YN
005930,삼성전자,KOSPI,Unknown,Unknown,200500,1186887403361000,30.55,3.13,10.85,227.02,19884483,33952608,89427954,19566331,192665.0,158805.0,128069.0,Y
000660,SK하이닉스,KOSPI,Unknown,Unknown,1013000,721967495745000,17.18,5.8,44.15,311.07,3347483,4691630,9253420,3125590,953950.0,812017.0,655721.0,Y
005935,삼성전자우,KOSPI,Unknown,Unknown,144200,117663546548800,21.97,2.25,,22.51,4285740,5896090,13351762,3046954,134990.0,114352.0,94761.0,Y
005380,현대차,KOSPI,Unknown,Unknown,522000,106883553852000,14.77,1.19,8.41,55.01,770000,2158191,4855346,930616,539650.0,451933.0,353692.0,Y
373220,LG에너지솔루션,KOSPI,Unknown,Unknown,371000,86814000000000,80.92,,5.19,324.44,213253,410221,826847,187479,387850.0,390650.0,407642.0,N
402340,SK스퀘어,KOSPI,Unknown,Unknown,611000,80705227265000,9.19,2.92,37.82,1774.01,399104,622711,1146627,342332,578700.0,483233.0,375799.0,Y
207940,삼성바이오로직스,KOSPI,Unknown,Unknown,1585000,73371157335000,59.65,9.85,19.44,1365.22,30824,53714,97725,29429,1659600.0,1738483.0,1703629.0,N
012450,한화에어로스페이스,KOSPI,Unknown,Unknown,1375000,70899676375000,48.12,7.86,53.94,263.52,111115,405860,1295365,161859,1335250.0,1200117.0,1082025.0,Y
034020,두산에너빌리티,KOSPI,Unknown,Unknown,106300,68091649819800,668.55,,1.52,401.16,3330546,7304997,17459913,3105960,100415.0,91282.0,83647.0,Y
000270,기아,KOSPI,Unknown,Unknown,170500,66565416159000,8.92,1.08,12.92,54.62,904634,1809572,3876333,972962,172235.0,151983.0,132120.0,Y
329180,HD현대중공업,KOSPI,Unknown,Unknown,567000,59513014575000,38.94,7.79,11.39,326.62,173145,268969,481480,153623,581700.0,571650.0,557612.0,Y
105560,KB금융,KOSPI,Unknown,Unknown,155700,58052815843500,10.43,0.95,8.86,,954033,1603973,2845836,803427,155615.0,141010.0,130918.0,Y
028260,삼성물산,KOSPI,Unknown,Unknown,291000,49463174304000,20.54,0.95,6.02,110.9,233252,505078,993497,271092,305325.0,287975.0,252421.0,Y
068270,셀트리온,KOSPI,Unknown,Unknown,202000,46671748722000,45.42,2.65,2.46,1137.48,532994,693994,1723596,359729,221670.0,211655.0,195463.0,Y
032830,삼성생명,KOSPI,Unknown,Unknown,230500,46100000000000,20.02,0.66,4.96,,234935,501737,1080275,208804,219225.0,188278.0,172087.0,Y
055550,신한지주,KOSPI,Unknown,Unknown,96500,45804145836500,9.87,0.8,8.11,,1262052,2132624,3419674,1067616,95085.0,86872.0,80914.0,Y
042660,한화오션,KOSPI,Unknown,Unknown,130000,39833741220000,31.97,6.46,22.59,288.2,579582,2136157,6443038,682572,133965.0,131810.0,125036.0,Y
012330,현대모비스,KOSPI,Unknown,Unknown,413000,37472556779000,10.41,0.75,7.68,57.15,177528,409751,1070764,166536,439650.0,423725.0,367012.0,Y
006800,미래에셋증권,KOSPI,Unknown,Unknown,66700,37039604413600,38.51,3.08,7.94,187.48,2521922,6695794,22496938,3198774,67866.0,44679.0,33640.0,Y
009150,삼성전기,KOSPI,Unknown,Unknown,479500,35815627232000,52.7,3.8,7.7,280.52,923071,911086,1645328,368404,409400.0,321667.0,273373.0,Y
035420,NAVER,KOSPI,Unknown,Unknown,220500,34586006679000,17.82,1.2,7.37,257.5,474188,1033956,2051989,531797,234975.0,246533.0,249921.0,N
267260,HD현대일렉트릭,KOSPI,Unknown,Unknown,958000,34533155330000,47.14,17.0,41.5,728.44,112178,172206,340891,86102,978500.0,903467.0,827858.0,Y
010130,고려아연,KOSPI,Unknown,Unknown,1612000,33647226028000,41.85,,8.48,156.97,34466,38664,96133,17390,1750900.0,1588083.0,1368775.0,Y
006400,삼성SDI,KOSPI,Unknown,Unknown,402500,32435675825000,48.35,,3.15,215.09,428488,904509,2584055,359325,403250.0,350200.0,312762.0,Y
086790,하나금융지주,KOSPI,Unknown,Unknown,113200,31506482144800,8.02,0.69,9.17,,910182,1145574,2118851,569082,117280.0,106322.0,98330.0,Y
015760,한국전력,KOSPI,Unknown,Unknown,48300,31006864919100,3.63,0.64,19.4,31.5,1725030,3553532,9721473,1629831,53562.0,54759.0,49513.0,N
009540,HD한국조선해양,KOSPI,Unknown,Unknown,413500,29264683466000,14.45,2.35,11.16,98.24,120128,271977,556756,114908,426000.0,421483.0,424938.0,N
042700,한미반도체,KOSPI,Unknown,Unknown,307000,29260845400000,137.48,,34.76,3596.91,788358,2103293,6701641,656744,274875.0,203863.0,163398.0,Y
005490,POSCO홀딩스,KOSPI,Unknown,Unknown,338000,27355337776000,41.81,0.46,1.18,37.82,339117,551523,1513690,201085,365175.0,346042.0,323654.0,Y
272210,한화시스템,KOSPI,Unknown,Unknown,141000,26637633849000,109.98,5.44,6.6,614.73,1776465,3518754,13590699,828968,131920.0,97553.0,75562.0,Y
010120,LS ELECTRIC,KOSPI,Unknown,Unknown,873000,26190000000000,98.47,13.13,13.44,540.11,172841,163597,303713,85763,726300.0,594275.0,497396.0,Y
298040,효성중공업,KOSPI,Unknown,Unknown,2693000,25111007764000,48.3,10.66,24.41,360.77,29983,48720,75826,20172,2587050.0,2286633.0,2055792.0,Y
034730,SK,KOSPI,Unknown,Unknown,346000,25085935238000,15.83,0.76,6.35,20.21,129027,336598,1048503,191056,362375.0,314008.0,278958.0,Y
010140,삼성중공업,KOSPI,Unknown,Unknown,28500,25080000000000,45.97,5.87,13.74,197.69,2252176,6221501,16051728,3056046,28550.0,27868.0,26306.0,Y
316140,우리금융지주,KOSPI,Unknown,Unknown,33600,24664964352000,7.74,0.7,9.39,,1834770,3273471,7692213,1695292,35250.0,31505.0,28952.0,Y
035720,카카오,KOSPI,Unknown,Unknown,50000,22138321400000,95.24,2.07,0.56,273.74,1164390,3239721,9617787,1021895,54258.0,57561.0,59385.0,N
000810,삼성화재,KOSPI,Unknown,Unknown,478500,22016337667500,12.01,1.09,13.11,,99380,142025,258081,88322,516500.0,503483.0,487642.0,Y
051910,LG화학,KOSPI,Unknown,Unknown,303500,21424776100500,13.06,,5.5,44.35,207291,486449,1146026,217879,332125.0,331892.0,344017.0,N
267250,HD현대,KOSPI,Unknown,Unknown,261000,20617195185000,28.73,1.92,6.36,29.19,136346,229733,506567,112960,277775.0,240715.0,215380.0,Y
064350,현대로템,KOSPI,Unknown,Unknown,186300,20333209185900,26.41,6.6,30.05,291.25,1142220,1051034,3837109,445711,213305.0,208272.0,206862.0,Y
011200,HMM,KOSPI,Unknown,Unknown,20850,19666511674500,10.66,0.74,6.9,199.37,1013546,3438970,15527327,1025325,21792.0,20839.0,20611.0,Y
066570,LG전자,KOSPI,Unknown,Unknown,116200,18927398169400,21.84,0.88,4.28,20.53,560434,2534228,13160492,648220,122385.0,106438.0,96501.0,Y
024110,기업은행,KOSPI,Unknown,Unknown,23700,18898993095300,6.99,0.53,8.06,,848915,1525257,2497739,804318,24728.0,22595.0,21263.0,Y
000720,현대건설,KOSPI,Unknown,Unknown,169500,18874802167500,71.49,,2.09,61.46,1053700,2054701,9658729,716382,147945.0,110738.0,86923.0,Y
138040,메리츠금융지주,KOSPI,Unknown,Unknown,110900,18742241175700,8.81,1.84,23.44,,255218,375995,758024,191666,122365.0,115202.0,114288.0,Y
096770,SK이노베이션,KOSPI,Unknown,Unknown,110300,18646522516400,5.24,,14.42,24.6,319609,1069534,3617613,333667,121630.0,112123.0,113889.0,N
000150,두산,KOSPI,Unknown,Unknown,1149000,18606716415000,410.8,11.98,14.57,94.44,53414,137337,267843,52063,1093050.0,921183.0,860058.0,Y
047810,한국항공우주,KOSPI,Unknown,Unknown,190400,18559260372800,135.42,10.41,10.42,507.28,555913,1109664,2680432,558992,181955.0,157928.0,131712.0,Y
033780,KT&G,KOSPI,Unknown,Unknown,157000,18004233265000,17.5,1.76,11.77,264.78,214761,363306,753342,165822,162585.0,153478.0,146387.0,Y
003670,포스코퓨처엠,KOSPI,Unknown,Unknown,198000,17611351560000,512.95,4.33,0.92,580.68,298252,485439,1585544,177842,216870.0,209137.0,200966.0,Y
086280,현대글로비스,KOSPI,Unknown,Unknown,230500,17287500000000,12.44,1.76,13.24,57.97,164331,328073,797233,144522,250125.0,234157.0,201855.0,Y
017670,SK텔레콤,KOSPI,Unknown,Unknown,78200,16796582144600,41.14,1.29,3.33,94.66,1009929,1332664,4134911,415991,78755.0,66917.0,60452.0,Y
079550,LIG넥스원,KOSPI,Unknown,Unknown,702000,15444000000000,48.08,10.87,19.59,375.22,313967,588570,2187274,89970,635850.0,531133.0,488496.0,Y
352820,하이브,KOSPI,Unknown,Unknown,354500,15267551407000,62.49,,7.33,357.45,282806,273097,650254,126691,370050.0,354925.0,323812.0,Y
030200,KT,KOSPI,Unknown,Unknown,59300,14944885920500,8.63,0.81,10.22,53.71,258694,619844,1396175,263178,62095.0,57210.0,53761.0,Y
